Real Imaginary
3.0524021679055568e+02 7.0139664285864451e-14
3.0740799164814018e+02 6.1412498049400676e-13
3.0815072412738630e+02 -5.1919643654412623e-14
3.0835130877651699e+02 9.6271257829650981e-14
3.0890758126177121e+02 2.8467619331752245e-13
3.0955423182214719e+02 -1.0358040333244494e-13
3.1147092147261691e+02 3.9888366150716729e-13
3.1267833383354241e+02 -1.5966715128252810e-13
3.1407693915286040e+02 2.3076562442982283e-13
3.1572418820297707e+02 -5.9567524267297007e-13
3.1803133436167786e+02 6.3930366219417118e-13
3.1816036779263959e+02 -6.3500875528797777e-13
3.1914792430631383e+02 2.5657065247629083e-13
3.2018102801451175e+02 -2.8987656111950155e-13
3.2157661722047646e+02 -1.1342406772189021e-14
3.2365878393868712e+02 1.1303671360989010e-13
3.2559191474438308e+02 -7.5302963243148489e-13
3.2639208252599633e+02 -1.5345798037101625e-14
3.2916470777028178e+02 7.6495838787585015e-14
3.2970516511026108e+02 -4.0112106126631043e-15
3.3029636651236899e+02 3.5275827624167501e-13
3.3192527417427186e+02 -1.2890096186126605e-13
3.3261606993204487e+02 -1.8231967576371793e-14
3.3488391370145109e+02 6.1715526216902411e-13
3.3494243218428790e+02 -6.1612202307049286e-14
3.3544616486989986e+02 3.0497621856479072e-14
3.3668754836478922e+02 -1.3630924982488454e-14
3.3823731596492104e+02 -2.1373609475791036e-13
3.3864004921146847e+02 -5.8398342475013133e-13
3.3934302030038407e+02 -2.6674255141257954e-14
3.4010656144807172e+02 3.1918797759703937e-13
3.4335853126791170e+02 -3.6200584024900280e-13
3.4581571792368754e+02 -1.7681255065673724e-13
3.4633260381027770e+02 1.2020730380387356e-13
3.4848512357114851e+02 -3.9286168445645519e-13
3.4890798902698157e+02 -7.8242219206377222e-14
3.4931630534512954e+02 6.4218529835631349e-13
3.5136626390346902e+02 -2.5518063863516523e-13
3.5182175939255467e+02 2.7851743542248414e-13
3.5345463026347949e+02 -1.1954871373860971e-13
3.5354195677689222e+02 -5.9677566072568110e-14
3.5433134670783977e+02 3.4757253472784852e-13
3.5688083216982761e+02 -4.7322233769382739e-14
3.5725123540361960e+02 -4.9988410672072862e-14
3.5857833164455360e+02 -2.7093695754699130e-13
3.5885088687469818e+02 1.7046861297021150e-13
3.5950996392352494e+02 7.4364576866360148e-13
3.6135093616690222e+02 -1.6065948168612463e-14
3.6214102833403172e+02 3.0748701307932115e-13
3.6356176798649750e+02 -2.8165512161459795e-14
3.6426630370243231e+02 3.7955662542556511e-13
3.6464142935273583e+02 -8.7410586152389207e-14
3.6679069918972442e+02 4.0033351426554002e-14
3.6723688512777755e+02 9.2226853326927367e-14
3.6748849212299768e+02 -9.3039539117136032e-15
3.6791637955295954e+02 3.4992162137147048e-13
3.6899624020423954e+02 -5.4464660484086599e-13
3.7031482109919125e+02 -7.4663311804974274e-13
3.7138004092546254e+02 -2.6285985129634476e-13
3.7313807103450517e+02 1.0893739765016090e-13
3.7518068522581342e+02 8.2377191235326544e-13
3.7575633901706260e+02 -1.0274759800773457e-14
3.7832705092272568e+02 2.3235196331025955e-13
3.7950061662013985e+02 4.5927364509138945e-14
3.8202774526036154e+02 -1.9842125333795015e-13
3.8217623888666361e+02 1.7568625170725074e-13
3.8444701214263574e+02 1.4146315041327371e-13
3.8466431205093920e+02 6.7547881584023234e-14
3.8537113716073048e+02 2.4941402522508299e-13
3.8693597599294935e+02 2.0399986182608453e-14
3.8948983032342761e+02 1.8748806009832548e-13
3.9184066439225234e+02 -7.2995784667682274e-15
3.9243415847470078e+02 9.0334158986347905e-14
3.9339590522852018e+02 -7.2547886969020901e-14
3.9400963332336153e+02 -4.4866988211801867e-15
3.9457060619627964e+02 7.6688333720744107e-13
3.9553487666244848e+02 1.6676323074794328e-13
3.9585615133046900e+02 -1.5704667517208137e-14
3.9761479330496832e+02 6.4490663872521080e-14
3.9886378887868977e+02 -2.0846590165995098e-13
3.9955737841771298e+02 -8.4710855711480116e-14
4.0193987589203448e+02 1.6509285798955814e-13
4.0252350581126547e+02 -3.0837181277555582e-13
4.0339504563072313e+02 2.8350281924874893e-13
4.0489007100142697e+02 1.3047655183451496e-13
4.0554626376105682e+02 8.4605267180348211e-14
4.0618272225356662e+02 -2.1531815304435467e-13
4.0753190914373056e+02 -1.0609215367215848e-13
4.0801898612872282e+02 -2.8022399464934371e-13
4.1149034433944780e+02 -1.3588331977816424e-13
4.1161983800059284e+02 -3.5980935072382180e-13
4.1301192020370399e+02 -1.1053047796472531e-13
4.1367360055384665e+02 -1.2395595676486704e-13
4.1526464055625581e+02 1.9253333493626380e-13
4.1705866277149499e+02 1.7856632421374339e-13
4.1738263808457174e+02 3.0729729728854716e-13
4.1824482776374475e+02 -1.7984375763503380e-13
4.1916558719594252e+02 1.0980047724912238e-13
4.1968192346378129e+02 5.0167256245363536e-13
4.2122092225784797e+02 -2.5554423138340015e-13
4.2255294181636594e+02 1.9873999687378931e-13
4.2375750568163551e+02 -5.6468265677190552e-13
4.2525382083697417e+02 4.2489215035281404e-13
4.2599152812534697e+02 4.7388659392905707e-14
4.2670680166170445e+02 1.7906100754441179e-13
4.2752364030528378e+02 -3.8699621690796685e-14
4.2786865466770394e+02 -1.9967824277195860e-13
4.2982650081645232e+02 -7.7020728730522740e-14
4.3003020464929290e+02 8.4499607411753757e-14
4.3029309340695022e+02 -7.7905123118485779e-14
4.3080422686946673e+02 -2.8350062165505938e-13
4.3106938108785079e+02 -2.2870098036179486e-14
4.3127717277105307e+02 -2.8416258965745314e-14
4.3226871420840877e+02 1.5930870569877984e-13
4.3431635677685824e+02 -6.7496328196392231e-14
4.3477177946225373e+02 -9.6285404145021683e-14
4.3501143113517935e+02 9.8788761690880383e-14
4.3618152400738455e+02 -1.0801981657948501e-13
4.3701423892059904e+02 6.1058965494455968e-14
4.3771459668835655e+02 1.6470247954401664e-13
4.3849218334580877e+02 -3.7104922674266420e-13
4.4103411445614074e+02 -5.7432865520033211e-13
4.4153527857770945e+02 1.2261382277311701e-12
